treatment	FS	FS	FS	B	B	B	F	F	F	S	B	S	S	FS	FS	FS	B	B	B	F	F	B	F	S	S	S	FS	FS	FS	B	F	F	F	S	S	S
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation|unclassified	3.12582	0	8.81798	7.73147	9.06094	11.1216	10.7383	15.7944	8.48597	10.2885	0	7.08451	8.83356	13.6742	7.44927	8.72332	3.87669	17.9541	4.98358	4.66152	0	0	10.9927	0	5.21595	3.90709	7.01553	5.04376	6.63695	0	0	0	0	0	0	0
GLUDEG-I-PWY: GABA shunt	0	0	0	39.7696	51.8166	61.2378	33.5849	58.1311	34.2541	28.6715	0	39.0952	43.7976	28.454	35.0951	42.1366	63.93	21.9125	57.609	24.3236	48.7754	0	53.0708	22.2404	39.5676	47.3433	35.1473	41.7818	33.6769	0	0	0	0	0	0	0
GLUDEG-I-PWY: GABA shunt|g__Escherichia.s__Escherichia_coli	0	0	0	0	3.40477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUDEG-I-PWY: GABA shunt|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUDEG-I-PWY: GABA shunt|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUDEG-I-PWY: GABA shunt|unclassified	0	0	0	4.51348	0	1.97402	2.62615	2.46664	1.77001	2.61414	0	4.68043	2.29208	0	0	4.25446	1.56914	0	1.76145	0	2.97707	0	0	0	1.278	1.66059	1.71246	0	2.17083	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I	363.876	320.573	383.927	314.377	287.292	322.621	264.463	343.868	305.603	336.828	321.547	365.921	335.938	310.352	345.456	323.375	305.478	150.994	327.214	308.409	302.04	295.166	273.277	288.561	323.418	337.548	349.868	338.796	358.601	280.777	318.85	249.744	316.665	247.284	310.911	383.922
GLUTORN-PWY: L-ornithine biosynthesis I|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97735	0	0	0	0	0	0	0	0	0	0	0	1.43991	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	5.72876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.75169
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_adolescentis	12.3886	13.5559	12.2084	34.8124	29.5145	29.2243	35.008	22.6971	34.3592	30.1377	9.31414	37.6535	32.9016	32.8358	26.8088	25.9293	24.0643	0	25.0789	31.0384	16.4567	0	26.4588	18.945	26.0785	19.814	26.6141	28.8068	28.8594	0	11.4741	0	9.79382	0	7.8788	10.0845
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	8.71923	0	11.6136	15.2236	17.4514	12.9277	11.1418	0	13.7019	11.3796	0	0	10.6671	17.2681	0	10.6756	17.2016	12.6452	0	20.5357	12.2196	13.5924	13.4503	11.715	10.3483	9.04748	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	0.762425	0	0	1.18433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398234	0	0.533428	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	5.69416	20.283	17.2179	19.2369	18.874	23.3835	22.7876	14.4909	0	19.5834	17.2705	14.8508	18.7426	21.9314	17.9237	0	17.5423	25.3521	19.667	0	15.009	0	15.7566	8.85033	16.3241	13.3941	15.4093	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	1.21426	0	0	2.74051	0	0	3.5047	0	3.28333	0	2.57934	0	3.64696	2.2913	0	1.20483	0	0	0	0	0	0	2.31412	3.00242	0	2.40193	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_obeum	21.9553	23.1508	29.4447	18.015	6.55978	13.7238	0	8.79813	9.28202	13.2379	20.9329	20.2017	9.27442	7.23207	15.1955	12.174	11.0016	0	13.457	9.79997	16.4876	28.4738	7.9017	12.2596	14.2173	14.871	13.7448	10.7639	13.1349	24.4001	18.0041	16.6205	17.1284	19.2059	11.5345	25.7184
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Blautia_wexlerae	17.8805	15.0182	22.2234	9.96245	14.6359	9.15198	0	9.2647	11.2745	8.56705	24.4686	13.0002	11.8319	10.4325	11.9064	11.0383	7.91069	0	9.18701	12.9465	10.4356	18.6238	9.79818	7.26203	7.75422	9.17553	11.604	10.5854	8.66121	10.9681	28.3871	14.7052	15.8563	0	19.4349	20.8281
GLUTORN-PWY: L-ornithine biosynthesis I|g__Blautia.s__Ruminococcus_torques	26.6421	27.6634	30.7241	14.172	0	18.5441	0	0	17.1988	13.8184	29.1572	18.3874	0	0	19.1425	5.8766	15.3862	0	14.7486	12.0023	16.3743	18.1939	8.07675	6.90367	9.39916	10.968	19.0035	14.4064	11.6188	28.3027	0	17.5723	28.9474	0	33.0725	29.8472
GLUTORN-PWY: L-ornithine biosynthesis I|g__Catenibacterium.s__Catenibacterium_mitsuokai	12.194	10.8062	0	22.6393	18.5038	15.2085	21.6802	23.4804	18.0819	21.016	8.8976	23.0195	19.571	22.4719	17.8808	15.1774	15.8457	0	15.6842	19.2396	16.5555	8.4731	15.2132	18.7105	14.7057	15.0777	17.8214	14.8397	14.1642	0	3.77831	9.23624	9.90225	0	0	8.96465
GLUTORN-PWY: L-ornithine biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	8.96341	0	12.1389	10.5968	14.3713	14.2632	19.807	16.2048	12.5808	10.4688	0	16.4172	9.45438	12.8701	0	17.0125	9.85069	0	11.0342	12.1895	10.8492	0	12.9588	0	0	13.193	13.4794	9.43442	9.54156	17.5863	0	12.8657	12.0599	0	0	8.46797
GLUTORN-PWY: L-ornithine biosynthesis I|g__Coprococcus.s__Coprococcus_catus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17934
GLUTORN-PWY: L-ornithine biosynthesis I|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97215
GLUTORN-PWY: L-ornithine biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	0	38.4953	41.3911	64.1337	12.1365	45.9465	22.3771	16.426	0	24.7738	26.2411	11.7034	20.6043	16.5362	32.5179	0	53.4503	12.8909	18.3973	0	8.07575	0	7.64406	16.48	24.4305	11.377	22.3263	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	21.3656	13.2957	17.353	5.56903	0	0	0	0	0	0	18.2318	8.40188	0	0	0	0	5.35142	0	5.59324	0	9.79726	0	0	0	7.99851	6.03034	9.12699	10.182	9.43639	17.6511	26.5459	0	0	0	14.1732	23.7553
GLUTORN-PWY: L-ornithine biosynthesis I|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14395
GLUTORN-PWY: L-ornithine biosynthesis I|g__Gemmiger.s__Gemmiger_formicilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.08799
GLUTORN-PWY: L-ornithine biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Lachnoclostridium.s__Clostridium_bolteae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Lachnoclostridium.s__Clostridium_symbiosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	9.88203	9.21647	10.0382	4.51484	0	6.47046	0	0	5.53109	0	12.5012	5.13537	0	0	3.42703	0	5.1469	0	7.66796	6.26833	5.41452	0	8.67146	6.48701	6.96775	6.58198	7.30144	6.10985	5.74792	9.33636	0	8.36028	9.44603	0	8.10902	9.6357
GLUTORN-PWY: L-ornithine biosynthesis I|g__Megamonas.s__Megamonas_funiformis	0	0	1.62999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Megamonas.s__Megamonas_rupellensis	0	0	2.12991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Roseburia.s__Roseburia_faecis	13.4002	16.23	13.2519	8.07917	0	0	0	0	6.14723	14.1835	0	10.1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6354	0	0	10.6028
GLUTORN-PWY: L-ornithine biosynthesis I|g__Roseburia.s__Roseburia_hominis	6.01416	0	0	14.2687	12.7461	12.3439	19.037	15.5832	17.4012	19.7735	0	13.6952	16.4744	14.3568	19.4872	10.1683	11.1977	0	15.7035	17.9188	12.6689	0	11.1312	11.7328	13.6166	12.9211	19.0842	12.8878	14.6693	0	0	0	0	0	0	4.62516
GLUTORN-PWY: L-ornithine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.57685
GLUTORN-PWY: L-ornithine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bromii	32.8051	32.7017	37.7932	17.9465	16.2018	13.8332	16.4353	18.3305	19.3333	19.0129	41.76	20.6191	19.7297	17.9239	14.7912	20.288	20.4067	0	30.7	23.9831	21.3551	42.4757	20.9299	19.4859	28.8593	24.759	27.7318	26.8137	29.7008	33.9105	30.4085	31.1129	27.0063	36.7742	32.988	41.3977
GLUTORN-PWY: L-ornithine biosynthesis I|g__Ruminococcus.s__Ruminococcus_sp_AF31_8BH	0	1.09682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97884	0.817282	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Streptococcus.s__Streptococcus_equinus	0	0	0	0	0	0	0	0	0	16.5354	0	10.4638	12.6943	8.48387	4.49126	14.2092	0	0	0.881772	0	0	0	0	14.5198	6.36111	9.94045	10.8744	12.2733	9.59794	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Streptococcus.s__Streptococcus_pneumoniae	0	0	0	0	0	0	0	0	0	4.44758	0	1.16802	0	0	0	3.51739	0	0	0.674113	0	0	0	0	0	0	2.49607	3.40056	3.11135	0.827641	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	0	0	19.2018	0	13.9455	11.7392	12.026	13.8947	17.5804	0	0	0.96668	0	0	0	0	22.1	12.5848	18.2386	15.6114	18.0401	18.6337	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|g__Streptococcus.s__Streptococcus_vestibularis	0	0	0	0	0	0	0	0	0	1.49004	0	1.82965	2.62074	0	0	1.91138	0	0	0	0	0	0	0	0	2.81734	0.739143	1.85822	3.06074	2.63938	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis I|unclassified	72.9717	30.1395	71.4223	26.3496	33.7928	26.1675	15.4137	23.1453	30.2593	31.1903	41.319	24.597	30.4972	32.1812	29.1206	34.7232	39.5837	23.0938	33.1163	25.8765	37.8215	38.2098	36.3405	23.2338	47.5308	49.0105	29.9583	38.6955	42.1825	41.223	46.2019	38.3508	62.1539	35.7825	42.9698	59.9017
GLYCOCAT-PWY: glycogen degradation I	126.302	123.046	109.926	103.467	91.5432	109.948	92.991	102.606	109.041	93.9944	101.104	103.097	68.2446	105.727	76.2429	75.5356	166.186	105.024	169.453	195.796	128.428	106.326	151.925	149.092	148.901	151.792	151.81	150.229	144.896	81.6346	90.1037	88.0301	97.2131	116.182	95.7493	123.494
GLYCOCAT-PWY: glycogen degradation I|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	2.96882	8.69283	6.02378	4.21269	6.67469	9.23981	4.83074	0	4.17292	0	2.8179	7.85104	2.27065	3.80172	0	7.35461	5.48532	0	0	6.32584	9.49286	2.21966	2.26019	4.3835	5.80231	4.99162	0	0	0	0	0	0	0.6193
GLYCOCAT-PWY: glycogen degradation I|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	11.4037	9.73046	3.94912	13.5083	10.3732	12.6966	6.89492	0	1.37878	0	4.3097	10.1584	4.98105	6.71782	0	3.67702	1.65272	0	0	6.94212	7.74162	5.4707	4.35686	7.00156	0	6.57816	0	0	0	0	0	0	2.33366
GLYCOCAT-PWY: glycogen degradation I|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	8.85696	13.9127	14.3441	16.1375	22.6166	19.5334	11.6398	17.935	0	15.782	13.9743	15.6091	12.6841	5.23914	16.4531	14.2034	13.541	18.2156	0	0	14.6148	11.2113	13.3811	13.5024	16.2203	15.6438	13.4321	0	0	0	0	0	0	8.49357
GLYCOCAT-PWY: glycogen degradation I|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.07897	9.88016	7.38164	0	0	0	0	0	0	11.9842
GLYCOCAT-PWY: glycogen degradation I|g__Escherichia.s__Escherichia_coli	0	0	0	17.5206	0	20.6032	0	8.04156	4.2667	2.1905	0	0.669901	0	0	0	0	15.077	0	22.8544	0	8.06996	0	0	0	4.65043	0.710466	10.9138	0	7.75075	0	0	0	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I|g__Escherichia.s__Escherichia_fergusonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I|unclassified	0	17.7152	0	5.2078	13.7314	9.76647	0	0	8.64511	6.59533	0	5.6721	13.3241	12.1008	0	11.6628	1.84153	24.0823	3.13386	19.5442	22.3329	0	21.4485	11.5417	6.01906	9.45873	6.52341	6.07224	8.86707	0	0	20.2648	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	482.72	461.523	517.343	388.898	376.903	389.92	388.625	359.603	430.459	428.748	466.89	425.543	397.658	357.494	396.163	399.696	406.976	249.208	429.797	440.192	365.751	371.301	355.633	372.407	427.443	406.269	433.975	389.383	467.317	383.275	426.437	428.934	441.269	435.884	353.622	614.578
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Anaerostipes.s__Anaerostipes_hadrus	10.964	0	8.32304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55374	0	0	0	0	0	0	10.2173
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	1.28541	0	0	0	0	0	0	0	0	0	0	1.06965	0	0.804031	0	0	0	0	0	0	0	0	1.17896	0	0	0	0	0	0	0	0.788827
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.496013	0	0	0	0	0	0	0	0	0	0	0.814072	0.319059	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0.855212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0.701305	0	0	0	0	1.45125	0	0	0	0	0	0	0	0.530196	0	0	0	0	0	2.12071	0	0	1.93012	1.15287	0	0	0	0	0	0	1.28
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	1.13508	0	0	0	0	1.1089	0	0	0	0	0	1.24557	0	0	1.33691	0	0	0	0	0.528705	1.52486	0	0	1.09402	0	0	0	0	0	0	0.67102
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	1.06202	0	1.20063	0	0	0	0	0.476191	0	0	0	0	0	0	0	0.471479	1.65227	0	0	0	0	1.15066	0	0	1.36178	1.28009	0	0	0	0	0	0	1.25921
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bifidobacterium.s__Bifidobacterium_adolescentis	17.6157	12.9042	15.6123	35.0409	39.7491	41.5594	39.1525	30.5802	49.9398	42.8807	14.669	41.923	35.7331	35.4482	32.3783	38.7989	33.9777	33.9728	38.1918	46.1076	36.9953	5.881	35.6574	41.0358	30.002	41.7426	35.8299	37.619	32.6878	10.9011	25.5787	22.1795	21.8654	17.5882	12.499	17.1006
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	3.86083	14.7491	12.6157	17.5134	20.5242	16.5468	17.0581	12.7519	1.40738	15.0464	18.7736	12.189	16.1833	12.0142	18.8454	12.9835	12.5571	15.3523	15.7581	0	19.7531	9.42994	14.4246	13.9529	14.5958	17.8052	10.2269	0	0	0	0	0	0	4.00269
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	0.856324	1.29142	1.00951	0	0	0.472353	0.697567	0	0	0.715039	0	0	0	1.20729	0	0.535299	1.51991	0	0	0.664181	0	1.15569	0	0.820989	0.75342	0	0	0	0.808951	1.09597	0	0	0.823681
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bifidobacterium.s__Bifidobacterium_longum	7.85615	0	6.86069	22.7261	36.7265	26.0648	26.9106	25.1737	37.6861	24.6875	8.81384	24.8206	21.9439	19.2975	22.3355	24.0896	21.4346	18.9773	20.4606	27.5683	23.219	10.9457	21.7499	17.2055	15.8464	18.372	16.261	9.92046	14.7071	9.18342	9.30347	4.44162	0	0	0	8.01912
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	1.83655	0	1.93925	2.5823	0	3.44911	6.10551	5.57136	6.97113	6.69312	1.19124	9.19086	5.44634	0	3.73977	10.2318	5.28095	0	5.4058	5.05288	4.5721	0	6.51573	1.91335	5.09079	4.97232	9.23232	3.52878	5.61471	0	0	2.84134	0	1.5274	0	1.03442
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_obeum	39.6952	42.0557	50.6793	26.4534	20.116	22.5108	24.5638	21.8993	22.238	22.2151	49.2864	27.6341	18.2275	24.2171	23.2742	18.9862	23.2423	7.92109	22.5643	24.8857	17.0709	38.6729	13.6896	17.2766	26.8749	27.7845	26.514	24.8547	28.1723	40.1835	49.6518	46.8341	39.3778	42.2403	37.2215	57.4459
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_sp_AF19_10LB	0	0	0.733041	0	0	0	0	0	0	1.91002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10666
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_wexlerae	29.4232	30.7362	30.0634	14.7713	17.8526	12.8835	17.067	13.2396	16.7295	16.0693	31.7229	18.6116	20.1513	14.9197	10.0429	15.3533	12.5414	9.28129	15.49	15.4941	7.97395	31.172	12.1217	10.9072	16.1967	14.9704	14.5533	15.6438	16.3924	29.7261	34.119	25.9113	31.3569	29.3362	29.4907	28.0973
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Ruminococcus_torques	55.0778	54.995	61.0517	23.7726	13.834	32.9378	25.9296	26.9202	25.2299	19.8302	47.6069	29.9905	8.99633	34.2986	17.5833	20.5298	23.3489	13.3339	30.6345	22.5488	31.2558	35.1311	20.4006	14.1948	30.3778	25.8861	29.5035	26.4463	30.5384	54.3908	41.135	36.7736	56.1643	52.3108	51.6681	54.2589
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Catenibacterium.s__Catenibacterium_mitsuokai	7.70642	9.8144	7.92836	26.1764	26.9848	25.5378	30.3632	31.9008	32.1842	32.7678	5.78206	28.7973	24.9446	29.1872	29.4125	30.5153	20.4823	15.8079	25.5609	32.0206	18.6712	0	26.6539	27.2511	24.4364	22.4948	25.959	23.1284	23.8169	0	0	4.58571	4.83259	7.1298	0	8.73696
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Collinsella.s__Collinsella_aerofaciens	17.3149	17.6298	20.9993	16.8039	16.7587	16.856	28.7301	25.8077	24.4193	20.5447	14.2506	28.4864	21.0974	23.1986	13.783	23.4858	14.067	0	19.0444	28.2181	16.8677	15.1573	22.2105	15.2965	20.76	19.1173	19.0616	14.199	19.5071	16.1561	17.545	0	19.1645	15.3684	23.2674	17.1887
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Coprococcus.s__Coprococcus_catus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98548	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Coprococcus.s__Coprococcus_comes	0	0	6.65818	0	0	4.58628	0	0	6.09905	0	0	0	0	2.48468	0	0	1.24477	0	6.42668	0	0	0	0	0	2.34241	4.41064	3.39624	0	2.38675	0	0	10.489	0	0	0	8.25564
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Coprococcus.s__Coprococcus_eutactus	10.0027	0	16.8932	0	0	0	0	0	0	0	9.48264	0	0	0	0	0	13.1356	0	7.23913	9.77638	0	0	10.3349	0	10.3042	0	16.6733	13.6961	12.172	0	0	22.8068	0	0	0	10.3794
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Dorea.s__Dorea_longicatena	7.6835	7.4846	11.4072	4.32497	0	6.5679	0	0	0	0	6.98553	4.65715	0	0	0	0	5.63305	0	12.6379	5.59103	0	15.548	0	0	11.2374	5.5423	14.7311	14.4216	11.7517	0	6.71778	0	7.94832	3.73491	13.6886	11.9558
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Escherichia.s__Escherichia_coli	0	0	0	30.2497	19.5945	51.4954	7.08056	16.9621	10.5113	14.7886	0	13.1565	14.2203	0	0	8.11703	24.4065	0	42.9849	7.52125	24.8448	0	6.49146	0	6.37462	9.31799	9.52495	6.65384	21.7968	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	44.6051	48.1304	36.9849	13.1323	10.9982	11.7102	19.1496	16.9355	18.949	16.6729	36.7753	19.5419	12.5891	19.2042	13.9915	15.7673	23.0968	0	12.5758	22.7295	17.3488	35.7652	18.2857	19.2087	19.1394	17.8671	20.8778	21.6952	21.032	40.9828	34.4486	52.3185	47.6625	40.8605	34.9377	46.3993
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Faecalitalea.s__Faecalitalea_cylindroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	8.82477	0	8.80903	0	0	0	0	0	0	0	0	0	0	0	0	0	0.976727	0	0	0	0	0	0	0	0	0	0	0	0.416565	0	0	0	0	0	0	8.833
