Pathway	ENRIQ_10_S11_L001_Coverage	ENRIQ_11_S12_L001_Coverage	ENRIQ_12_S13_L001_Coverage	ENRIQ_13_S14_L001_Coverage	ENRIQ_14_S15_L001_Coverage	ENRIQ_15_S16_L001_Coverage	ENRIQ_16_S17_L001_Coverage	ENRIQ_17_S18_L001_Coverage	ENRIQ_18_S19_L001_Coverage	ENRIQ_19_S20_L001_Coverage	ENRIQ_1_S2_L001_Coverage	ENRIQ_20_S21_L001_Coverage	ENRIQ_21_S22_L001_Coverage	ENRIQ_22_S23_L001_Coverage	ENRIQ_23_S24_L001_Coverage	ENRIQ_24_S25_L001_Coverage	ENRIQ_25_S26_L001_Coverage	ENRIQ_26_S27_L001_Coverage	ENRIQ_27_S28_L001_Coverage	ENRIQ_28_S29_L001_Coverage	ENRIQ_29_S30_L001_Coverage	ENRIQ_2_S3_L001_Coverage	ENRIQ_30_S31_L001_Coverage	ENRIQ_31_S32_L001_Coverage	ENRIQ_32_S33_L001_Coverage	ENRIQ_33_S34_L001_Coverage	ENRIQ_34_S35_L001_Coverage	ENRIQ_35_S36_L001_Coverage	ENRIQ_36_S37_L001_Coverage	ENRIQ_37_S38_L001_Coverage	ENRIQ_38_S39_L001_Coverage	ENRIQ_39_S40_L001_Coverage	ENRIQ_3_S4_L001_Coverage	ENRIQ_40_S41_L001_Coverage	ENRIQ_41_S42_L001_Coverage	ENRIQ_42_S43_L001_Coverage	ENRIQ_43_S44_L001_Coverage	ENRIQ_44_S45_L001_Coverage	ENRIQ_45_S46_L001_Coverage	ENRIQ_46_S47_L001_Coverage	ENRIQ_47_S48_L001_Coverage	ENRIQ_48_S49_L001_Coverage	ENRIQ_49_S50_L001_Coverage	ENRIQ_4_S5_L001_Coverage	ENRIQ_50_S51_L001_Coverage	ENRIQ_51_S52_L001_Coverage	ENRIQ_52_S53_L001_Coverage	ENRIQ_53_S54_L001_Coverage	ENRIQ_54_S55_L001_Coverage	ENRIQ_55_S56_L001_Coverage	ENRIQ_56_S57_L001_Coverage	ENRIQ_57_S58_L001_Coverage	ENRIQ_58_S59_L001_Coverage	ENRIQ_59_S60_L001_Coverage	ENRIQ_5_S6_L001_Coverage	ENRIQ_60_S61_L001_Coverage	ENRIQ_61_S62_L001_Coverage	ENRIQ_62_S63_L001_Coverage	ENRIQ_6_S7_L001_Coverage	ENRIQ_7_S8_L001_Coverage	ENRIQ_8_S9_L001_Coverage	ENRIQ_9_S10_L001_Coverage
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7392: taxadiene biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0	0	0	2.41E-06	299.323	12008.1	0	12778.7	0	0	0	11130.1	0	0	11905	0	0.00310976	1.46666	11022.7	11940.9	192.778	0	1.51E-05	0	0	10019.9	10805.6	0	0	11090	12317.8	13129	0	8796.4	2442.38	14806.9	0	12845.7	12915.1	5817.83	292.247	16577.5	6488.93	0	12659.7	11926.2	265.526	0.0953985	16237.9	14822.5	12587.2	12218	15150.9	8394.76	0	14974.5	0	0	0	0	0	0
"PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7446: sulfoquinovose degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7456: &beta;-(1,4)-mannan degradation"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II	0	0	0	0	0	0	0	1821.49	0	9501.47	0	0.358123	9376.77	32.7166	0.723609	0	0	0	0	0	0	0	0	3.90E-06	150.052	2066.82	8667.08	4801.7	8050.03	0	3.51E-05	0	0	0.434346	0	0.0820817	0.00250929	0	1977.01	0	462.435	2.84288	0	0	0	0.00944084	0	35.4772	0	6.05789	0	1.83E-05	7.17E-06	2508.54	0	361.009	0	0	0	0	0	0
PWY-7616: methanol oxidation to carbon dioxide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	0	0	0	8981.89	438.215	8107.09	0.00324719	9830.31	2646.96	1032.68	0	0.225915	0.00307463	0.151385	0.0204433	47.5384	7565.01	1236.43	7421.66	0.000222101	1019.03	26.6859	1.54656	0.00444453	1538.75	12.3995	386.372	0.0281358	8.46E-05	3201.75	58.0492	12967.8	2.53902	17220.6	17570.5	16512.1	25.377	12843.4	8890.18	17707.9	18915.7	17252.5	13241.9	0	12659.7	11875.5	18145.8	17087.3	16651.3	11282.2	12586.6	12177.9	17929.1	18288.3	0.0259024	15826	7.79E-05	2.42E-05	0.471972	1.89779	0.000110414	0
PWY-7664: oleate biosynthesis IV (anaerobic)	0	0	0	0.238732	0.0762127	967.935	0.000205651	3877.43	567.338	0.0311818	0	0.146853	1.09E-06	3.70E-05	0	0.00169641	2506.16	61.9051	0.00700823	0	517.619	0	0.000143018	0	0	0	0	0	1.01E-06	0.143694	0.000137558	0	0	0	0.00236323	0	1.12E-06	0	3.89433	0	0	2.42E-05	0	0	0	0.0547428	13164.6	16245.7	0	0	0	0	619.681	0	0	0.553549	0	0	0	0	0	0
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7723: bacterial bioluminescence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395602	0	0	9.42E-06	0	0	0	0.000277507	0	0	0	0	0	2.55817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7783: plasmalogen degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7790: UMP biosynthesis II	17721.3	18804.3	18355.3	12074.6	12239.5	12008.1	13098.8	12778.7	11628	10799.6	17292.7	11130.1	10902.9	11935.7	11905	12099.9	11218.5	13146.2	11022.7	11940.9	11772.7	21314.3	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	12696.5	13081.9	21824.5	0	0.0210952	11.1617	11167.3	12845.7	12915.1	0	0.00109144	0	12660.1	19089.4	11657.5	11925.9	0	0	0	49.198	12587.2	12218	8.96E-05	0.0499253	18394	3.44554	18351.1	19964.1	20953.6	23329.8	22454.8	16561.8
PWY-7791: UMP biosynthesis III	17721.3	18804.3	18355.3	12074.6	12239.5	12008.1	13098.8	12778.7	11628	10799.6	17292.7	11130.1	10902.9	11935.7	11905	12099.9	11218.5	13146.2	11022.7	11940.9	11772.7	21314.3	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	12696.5	13081.9	21824.5	0	0.0210952	11.1617	11167.3	12845.7	12915.1	0	0.00109144	0	12660.1	19089.4	11657.5	11925.9	0	0	0	49.198	12587.2	12218	8.96E-05	0.0499253	18394	3.44554	18351.1	19964.1	20953.6	23329.8	22454.8	16561.8
PWY-7805: (aminomethyl)phosphonate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7807: glyphosate degradation III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	17590.2	18788.4	18265.1	12057.3	8130.47	11911.1	13098.4	12778.7	11628	10799.6	17268.8	11130.1	10902.6	11939.2	11904.9	12099.9	11218.5	13241.2	11022.7	11940.9	11772.7	1656.95	12442.1	12750.8	10882.6	10019.9	10805.6	10994.4	10071.3	11090	4468.64	2264.23	6666.83	0	0	0	11167.3	222.624	0.26998	0	0	0	11063.3	18588.3	3897.22	10035	0	0	0	4.15E-05	10970	10751	0	0	10932.3	1.74E-05	18294.9	9326.34	9545.01	3472.13	19016.2	16540.2
PWY-7858: (5Z)-dodecenoate biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7873: D-erythronate degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7874: L-threonate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7883: anhydromuropeptides recycling II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7942: 5-oxo-L-proline metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	17721.1	19113.1	18355.3	12074.6	12246.7	12007.3	12915.2	12773.3	11628	10799.6	17296.9	11130.1	10902.9	11939.1	11904.8	12099.9	11218.5	11314.8	11022.7	11940.9	11772.7	19616.3	12545.5	12993.6	10882.6	10019.9	10805.6	10994.4	10071.3	11089.9	12429.6	13129	14520.2	17204.4	17567.9	16512.1	11167.3	12845.7	12889.9	17295.5	5065.88	17117.5	4117.67	18196.2	12659.7	11926.3	13501.2	12142.1	16651.3	14823	12584.8	12218	16221.3	18286	11909.5	15646.8	16409.8	4002.91	21.5295	18583.3	20248.9	16561.8
PWY-7977: L-methionine biosynthesis IV	16530.4	12593.9	17981.3	12074.6	12246.6	12008.1	13098.8	12775.7	11628	10799.6	16914.3	11130.1	10902.9	11939.2	11905	12099.9	11218.5	1096.77	11022.7	11940.9	11772.7	3469.84	12545	12871.5	10882.6	10019.9	10805.6	10994.4	10071.3	11088.7	13485.9	12794.4	9839.52	17220.6	17570.5	16512.1	11167.3	12845.7	11929	17707.9	18915.7	17252.5	13310.4	13954.8	12659.7	11926.3	18145.8	17087.3	16651.3	14823	12586.8	11326.5	17929.1	18288.3	2781.18	15830.5	18533.7	15443.9	11447.4	824.049	4746.92	16559.3
PWY-7992: superpathway of menaquinol-8 biosynthesis III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8004: Entner-Doudoroff pathway I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000589363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2605.48	0.309904	0	0	0	0	5.30E-05	0.00101617	0	0	0	0	43.8086	0	7.16E-05	0	0	0	1.97E-05	0	0	0.000550902	0	0	0	0	0	0
PWY-801: homocysteine and cysteine interconversion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)	0	0	0	0	0.165597	0	0	0	0	0	0	0	0	0	0	0	0	2.65E-06	0	0	0	0	0	0	0	0	0	0	0	5.10E-05	16.9578	1.97E-05	0	2.38726	2.64E-05	16.876	0	0	0	13.3631	26.5818	12831.8	0.0130516	0	0	0	10692	0	0	2.96E-06	0	0	0.000390855	1325.17	0	0.00825403	0	0	0	0	0	0
"PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8131: 5'-deoxyadenosine degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	17719.8	19150	18336.2	12074.6	12246.9	12008.1	13098.7	12778.7	11628	10799.6	17258.4	11130.1	10902.9	11939.2	11905	12099.9	11218.5	13244.1	11022.7	11940.9	11772.7	2082.31	12545.5	12999.5	10882.6	10019.9	10805.6	10994.4	10071.3	11090	13486.1	13129	1131.19	17220.6	17570.5	16512.1	11167.3	12845.7	12915.1	17707.9	18915.7	17252.5	13331.5	19083.6	12659.7	11926.3	18145.8	17087.3	16651.3	14823	12587.2	12218	17929.1	18288.3	18395.2	15830.5	14511.2	19582.1	19069.7	16681.4	310.378	16561.8
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171644	0	0	0	0	0	0	0	0	0	0	0	0	0.00282398	0	0	0	0	0	0	0	0	1.77E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111763	0	0	0	0	0	0
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-822: fructan biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0	0	0	0	1.22E-06	0	0.000100861	0	0	284.022	0	20.8522	9228.68	4977.29	134.848	291.555	0	0.000120521	0	0	0	0	10.6871	2474.49	590.045	8468.1	0	1553.91	4850.31	0	1.35E-06	0	0	0	0	0	1.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64E-05	0	0	0	0	0	0	0	3.27E-05	0	0
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	0	0	0	12074.6	3.06E-05	11745.2	0	0.13747	11628	10799.6	0	11088.9	21.1519	11939.2	8350.17	8999.66	15.1219	12676.7	6921.37	0	3.20052	0	2.19481	12999.5	7861.82	10019.9	4340.77	80.8498	10071.3	11090	13486.1	13129	0	0	0	1.73159	11138.6	12845.7	12915.1	15.3818	1.89E-06	3.45E-06	11395.9	0	12659.7	11926.3	847.285	0.001232	0	4435.72	3262.01	10683.3	4.43395	0	0	15823.5	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis	0	0	0	0	0.299502	0.07934	931.317	0.234653	6.51E-05	0.0836075	0	1.11E-06	0.000200614	0.0499501	0.0132967	0	0.668372	10.4513	0	0.000405991	5.65524	0	5466.17	0	1.96E-05	0	4.54E-05	54.605	0	5026.91	64.4388	0	0	0	0	0	0.14099	0	0	0	0	0	0.00694439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02E-06	0	0	0	0
PWY0-1221: putrescine degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000392445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1261: anhydromuropeptides recycling I	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39E-06	0	0	0	1.32E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation	7.20184	0.116654	0.194362	3021.62	11169.5	11219.7	0.0385288	0.943432	9848.14	10799.6	369.886	9341.79	10900.2	1920.16	9000.25	6471.94	11217.8	498.137	10509.7	10708.4	7205.98	6307.84	6230.68	4619.71	10861.2	10019.9	10801.4	10994.4	10071.3	1979.64	5604.5	2210.71	3.75496	17220.5	17364	12453.4	5646.28	8529.31	6674.82	17173.3	78.5338	16639.5	12895.8	588.221	12330.9	6985.34	16911.7	17087.3	329.243	5506.64	142.548	4168.9	16150.1	18230.8	295.163	15827.2	4865.3	25.4277	0.157792	0	0.00351296	9017.76
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.7661	0	0	1.52606	610.076	0.00227207	0	0	0	0.814053	0.0334676	17.4691	0.00304625	0	0	0	242.137	0.29899	0	0	0	0	0.0187216	0	0	0.00657441	0	0	0	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0	0	0	0	0.0961727	0	0.0319715	0	9555.61	5.40E-06	0	0	0	0	0.0961915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4314.32	0	0	0.00177027	118.172	0.00189394	0	0	0	0.00341585	0.0370162	9.78462	0.00156379	0	0	0	15.3052	0.249157	0	0	0	0	2.87E-05	0.000203	0	568.779	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II	17704.8	16375.3	18346.8	12074.6	11876.1	11981.1	13013.8	7705.48	11627.7	10799.6	16422.8	11130.1	10902.9	11590.8	11900.1	12099.9	11218.5	11782	11022.7	11940.9	11772.7	19852.5	11592.6	12495.1	10882.6	10019.9	10805.6	10994.4	10071.3	11089.8	13485.8	13129	21815.6	17220.6	17570.5	16512.1	11167.3	12845.7	12915.1	16263.9	18915.7	17252.5	4001.03	18383.8	12659.7	11926.3	1020.59	17087.3	16651.3	14823	12587.1	12218	17929.1	18288.3	18100.5	15824.4	12568.1	486.642	20429.4	22298.9	21837.4	16561.8
PWY0-1337: oleate &beta;-oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1338: polymyxin resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.55E-05	0	0	0	0	0	0	0	0	455.181	0	0	4.00E-06	0	0	0	0	6.47601	81.827	0	0	0	0	0	0	1.58E-05	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization	0	0	0	0	0.00045926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.300088	2771.96	0.000128665	0	17220.6	17570.5	16512.1	0	1.28E-06	73.7164	17707.9	18915.7	17252.5	180.578	0	3446.23	0	18145.8	17087.3	16651.3	14823	1.06252	0	17929.1	18288.3	0	15386.1	0	0	0	0	0	0
PWY0-1479: tRNA processing	0	0	0	0	3.67E-06	0	0	0	0	0	0	0	0	0	0	0	0	1517.68	0	0	0	0	0	0	0	0	0	0	0	0	2.26413	0	0	0	0	0	0	0	0	0	0	2.59E-05	6.40E-05	0	0	0	0	0.0693848	0	0	0	0	0	0	0	0.0138929	0	0	0	0	0	0
PWY0-1533: methylphosphonate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	14994.9	3145.41	4863.34	12074.6	12246.9	12008.1	13098.8	12778.7	11628	10799.6	3622.86	11130.1	10902.9	11939.2	11905	12099.9	11218.5	13243.7	11022.7	11940.9	11772.7	4874.19	12545.5	12757	10882.6	10019.9	10805.6	10994.4	10071.3	11090	13486.1	13129	16622.3	17220.6	17570.5	16512.1	11167.3	12845.7	12915.1	17707.9	18915.7	17252.5	13331.5	4.55939	12659.7	11926.3	18145.8	17087.3	16651.3	14823	12587.2	12218	17929.1	18288.3	16907.9	15830.5	1266.13	10437	2880.89	5065.49	2837.64	12441.4
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0	0	0	0	1.22E-06	0	8.65E-05	0	0	203.344	0	17.8368	0.630579	3.97028	115.516	210.167	0	0.000103304	0	0	0	0	8.27578	6.26942	75.1198	1775.7	0	976.887	4.33E-05	0	1.35E-06	0	0	0	0	0	1.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91E-05	0	0	0	0	0	0	0	0	0	0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66E-06	0	0	0	0	0	0	0	0
PWY0-321: phenylacetate degradation I (aerobic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-41: allantoin degradation IV (anaerobic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
